Category	ID	Term	adj_pval	Orthogroups	Genes
CC	GO:0019185	snRNA-activating protein complex	0.00724	OG0001438	Tfasc_v1.04560-RA, Tfasc_v1.08110-RA, Tfasc_v1.21104-RA, Tfasc_v1.21105-RA, Tlei_v1.14121-RA
CC	GO:0005687	U4 snRNP	0.00784	OG0000367, OG0001243	Tfasc_v1.00631-RA, Tfasc_v1.04343-RA, Tfasc_v1.10574-RB, Tfasc_v1.13902-RA, Tfasc_v1.23162-RA, Tlei_v1.08187-RA, Tlei_v1.19181-RA, Tlei_v1.23622-RA
CC	GO:0005802	trans-Golgi network	0.00899	OG0001702, OG0001755, OG0000635, OG0001790, OG0001288, OG0000709, OG0000921, OG0002003, OG0000542, OG0001549, OG0002316, OG0002843, OG0001164, OG0001096, OG0005003, OG0000914, OG0002831, OG0000217, OG0000471, OG0000101, OG0001353, OG0002182, OG0000769, OG0002849, OG0000741	Tfasc_v1.00030-RA, Tfasc_v1.02289-RA, Tfasc_v1.02397-RA, Tfasc_v1.02914-RA, Tfasc_v1.05805-RA, Tfasc_v1.05807-RA, Tfasc_v1.05938-RA, Tfasc_v1.06297-RA, Tfasc_v1.06358-RA, Tfasc_v1.06493-RA, Tfasc_v1.06524-RA, Tfasc_v1.06582-RA, Tfasc_v1.07626-RA, Tfasc_v1.07785-RA, Tfasc_v1.08015-RA, Tfasc_v1.08523-RA, Tfasc_v1.09127-RA, Tfasc_v1.09128-RA, Tfasc_v1.09990-RB, Tfasc_v1.09997-RA, Tfasc_v1.10544-RA, Tfasc_v1.10553-RA, Tfasc_v1.11418-RA, Tfasc_v1.12175-RA, Tfasc_v1.14061-RA, Tfasc_v1.16738-RA, Tfasc_v1.16740-RA, Tfasc_v1.17673-RB, Tfasc_v1.19210-RA, Tfasc_v1.19932-RA, Tfasc_v1.19933-RA, Tfasc_v1.20038-RA, Tfasc_v1.20740-RA, Tfasc_v1.20789-RA, Tfasc_v1.20815-RA, Tfasc_v1.20817-RA, Tfasc_v1.20819-RA, Tfasc_v1.20820-RA, Tfasc_v1.21664-RA, Tfasc_v1.22711-RA, Tfasc_v1.24428-RA, Tfasc_v1.24636-RA, Tfasc_v1.24994-RA, Tfasc_v1.25115-RA, Tfasc_v1.25396-RA, Tfasc_v1.26836-RA, Tfasc_v1.28141-RA, Tfasc_v1.28517-RB, Tlei_v1.00826-RA, Tlei_v1.01337-RA, Tlei_v1.01598-RA, Tlei_v1.02619-RA, Tlei_v1.03644-RA, Tlei_v1.07392-RA, Tlei_v1.07393-RA, Tlei_v1.09793-RA, Tlei_v1.10381-RA, Tlei_v1.11778-RA, Tlei_v1.12904-RA, Tlei_v1.13220-RA, Tlei_v1.14237-RA, Tlei_v1.14375-RA, Tlei_v1.14405-RA, Tlei_v1.14460-RA, Tlei_v1.15178-RA, Tlei_v1.15632-RA, Tlei_v1.15783-RA, Tlei_v1.16636-RA, Tlei_v1.17086-RB, Tlei_v1.18128-RA, Tlei_v1.18130-RA, Tlei_v1.18132-RA, Tlei_v1.18136-RA, Tlei_v1.18142-RA, Tlei_v1.18181-RA, Tlei_v1.19238-RA, Tlei_v1.19587-RA, Tlei_v1.19589-RA, Tlei_v1.19592-RA, Tlei_v1.19595-RA, Tlei_v1.24627-RA, Tlei_v1.25122-RA, Tlei_v1.25127-RA, Tlei_v1.25775-RA, Tlei_v1.26831-RA, Tlei_v1.26935-RA, Tlei_v1.27057-RA, Tlei_v1.28474-RA, Tlei_v1.28691-RA, Tlei_v1.29465-RA, Tlei_v1.30420-RA, Tlei_v1.31441-RA
CC	GO:0035618	root hair	0.00966	OG0001988	Tfasc_v1.08514-RA, Tfasc_v1.08517-RA, Tfasc_v1.08531-RA, Tlei_v1.13503-RA
CC	GO:0071458	integral component of cytoplasmic side of endoplasmic reticulum membrane	0.01041	OG0002289, OG0001725	Tfasc_v1.11775-RA, Tfasc_v1.17429-RA, Tfasc_v1.21842-RA, Tlei_v1.11352-RA, Tlei_v1.20400-RA, Tlei_v1.26337-RA
CC	GO:0042406	extrinsic component of endoplasmic reticulum membrane	0.01041	OG0002459, OG0016421	Tfasc_v1.04864-RA, Tfasc_v1.12695-RA, Tfasc_v1.12708-RA, Tlei_v1.00014-RA, Tlei_v1.10260-RA, Tlei_v1.23193-RA
CC	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	0.01041	OG0002289, OG0001725	Tfasc_v1.11775-RA, Tfasc_v1.17429-RA, Tfasc_v1.21842-RA, Tlei_v1.11352-RA, Tlei_v1.20400-RA, Tlei_v1.26337-RA
CC	GO:0034663	endoplasmic reticulum chaperone complex	0.01041	OG0000429	Tfasc_v1.03383-RA, Tfasc_v1.07733-RA, Tfasc_v1.28831-RA, Tlei_v1.09354-RA, Tlei_v1.15740-RA, Tlei_v1.28855-RA
CC	GO:0019867	outer membrane	0.01064	OG0001332, OG0001431, OG0002795, OG0002942, OG0002717, OG0003437, OG0002614, OG0002566, OG0001012, OG0002210, OG0001180, OG0005568, OG0000136, OG0001157	Tfasc_v1.00551-RA, Tfasc_v1.09382-RA, Tfasc_v1.12703-RA, Tfasc_v1.13748-RA, Tfasc_v1.14257-RA, Tfasc_v1.14722-RA, Tfasc_v1.14723-RA, Tfasc_v1.15579-RA, Tfasc_v1.15586-RA, Tfasc_v1.17284-RA, Tfasc_v1.17286-RA, Tfasc_v1.19161-RA, Tfasc_v1.22751-RA, Tfasc_v1.23811-RA, Tfasc_v1.24022-RA, Tfasc_v1.24542-RA, Tfasc_v1.26542-RA, Tfasc_v1.27249-RB, Tfasc_v1.27738-RA, Tfasc_v1.29973-RA, Tlei_v1.03248-RA, Tlei_v1.06152-RA, Tlei_v1.06153-RA, Tlei_v1.16242-RA, Tlei_v1.16284-RA, Tlei_v1.16407-RA, Tlei_v1.17848-RA, Tlei_v1.18688-RA, Tlei_v1.19541-RA, Tlei_v1.20919-RA, Tlei_v1.21471-RA, Tlei_v1.21473-RA, Tlei_v1.21916-RA, Tlei_v1.22233-RA, Tlei_v1.24009-RA, Tlei_v1.25383-RA, Tlei_v1.26205-RA, Tlei_v1.28189-RA, Tlei_v1.30024-RA, Tlei_v1.30596-RA
CC	GO:0031004	potassium ion-transporting ATPase complex	0.01066	OG0002763	Tfasc_v1.04315-RA, Tlei_v1.08544-RA, Tlei_v1.11022-RA
CC	GO:0030906	retromer, cargo-selective complex	0.01066	OG0001936	Tfasc_v1.01164-RA, Tfasc_v1.04838-RA, Tlei_v1.08033-RA
CC	GO:0005615	extracellular space	0.01069	OG0001313, OG0001807, OG0004579, OG0000214, OG0001273, OG0000113, OG0005597, OG0016431, OG0000970, OG0001654, OG0003049, OG0004764	Tfasc_v1.01449-RA, Tfasc_v1.01584-RA, Tfasc_v1.01947-RA, Tfasc_v1.03696-RA, Tfasc_v1.03697-RA, Tfasc_v1.06340-RA, Tfasc_v1.07938-RA, Tfasc_v1.11991-RA, Tfasc_v1.11992-RA, Tfasc_v1.14249-RA, Tfasc_v1.15069-RA, Tfasc_v1.18426-RA, Tfasc_v1.22005-RA, Tfasc_v1.22305-RA, Tfasc_v1.24247-RA, Tfasc_v1.24250-RA, Tfasc_v1.25741-RA, Tfasc_v1.27346-RA, Tfasc_v1.30708-RA, Tlei_v1.01624-RA, Tlei_v1.02017-RA, Tlei_v1.05280-RA, Tlei_v1.07094-RA, Tlei_v1.08379-RA, Tlei_v1.09285-RA, Tlei_v1.09308-RA, Tlei_v1.09309-RA, Tlei_v1.11161-RA, Tlei_v1.11423-RA, Tlei_v1.15995-RA, Tlei_v1.19982-RA, Tlei_v1.20541-RA, Tlei_v1.21288-RA, Tlei_v1.21807-RA, Tlei_v1.21809-RA, Tlei_v1.23577-RA, Tlei_v1.25589-RA, Tlei_v1.27239-RA, Tlei_v1.27401-RA, Tlei_v1.29773-RA, Tlei_v1.30762-RA
CC	GO:0032040	small-subunit processome	0.01111	OG0005375, OG0001432, OG0004934, OG0001571, OG0005572, OG0002145, OG0005482, OG0002631	Tfasc_v1.04175-RB, Tfasc_v1.09362-RA, Tfasc_v1.11139-RA, Tfasc_v1.11141-RA, Tfasc_v1.11209-RA, Tfasc_v1.11756-RA, Tfasc_v1.11760-RA, Tfasc_v1.15810-RA, Tfasc_v1.20881-RA, Tfasc_v1.20882-RA, Tfasc_v1.27378-RA, Tfasc_v1.29834-RA, Tfasc_v1.29840-RA, Tlei_v1.00854-RB, Tlei_v1.05982-RA, Tlei_v1.07194-RA, Tlei_v1.08549-RA, Tlei_v1.08686-RA, Tlei_v1.11371-RA, Tlei_v1.12152-RA, Tlei_v1.12276-RA, Tlei_v1.12352-RA, Tlei_v1.18047-RA, Tlei_v1.23990-RA, Tlei_v1.27671-RA, Tlei_v1.27704-RA, Tlei_v1.29794-RA, Tlei_v1.30988-RA
CC	GO:0000786	nucleosome	0.01178	OG0002341, OG0000126, OG0000191, OG0000710	Tfasc_v1.00793-RA, Tfasc_v1.01819-RA, Tfasc_v1.03350-RA, Tfasc_v1.04973-RA, Tfasc_v1.06869-RA, Tfasc_v1.06948-RA, Tfasc_v1.09170-RA, Tfasc_v1.14036-RA, Tfasc_v1.18181-RA, Tfasc_v1.21353-RA, Tfasc_v1.22931-RA, Tfasc_v1.28724-RA, Tfasc_v1.29641-RA, Tlei_v1.00101-RA, Tlei_v1.01198-RA, Tlei_v1.05144-RA, Tlei_v1.09320-RA, Tlei_v1.12862-RA, Tlei_v1.14723-RA, Tlei_v1.17374-RA, Tlei_v1.19213-RA, Tlei_v1.19262-RA, Tlei_v1.23830-RA, Tlei_v1.27365-RA, Tlei_v1.28957-RA, Tlei_v1.32027-RA
CC	GO:0005788	endoplasmic reticulum lumen	0.01189	OG0000429, OG0001292, OG0000765, OG0016431	Tfasc_v1.03383-RA, Tfasc_v1.07733-RA, Tfasc_v1.08587-RA, Tfasc_v1.28831-RA, Tfasc_v1.29086-RA, Tfasc_v1.29087-RA, Tfasc_v1.29088-RA, Tfasc_v1.29089-RA, Tlei_v1.01027-RA, Tlei_v1.09354-RA, Tlei_v1.13443-RA, Tlei_v1.15740-RA, Tlei_v1.19385-RA, Tlei_v1.19387-RA, Tlei_v1.21807-RA, Tlei_v1.21809-RA, Tlei_v1.28855-RA
CC	GO:0031461	cullin-RING ubiquitin ligase complex	0.01254	OG0001152, OG0000316, OG0001795, OG0016408, OG0000517, OG0001873, OG0001018, OG0002831, OG0001371	Tfasc_v1.00881-RA, Tfasc_v1.01477-RA, Tfasc_v1.08197-RA, Tfasc_v1.08264-RA, Tfasc_v1.11617-RB, Tfasc_v1.12127-RA, Tfasc_v1.12979-RA, Tfasc_v1.13945-RA, Tfasc_v1.22000-RA, Tfasc_v1.23744-RA, Tfasc_v1.23897-RA, Tfasc_v1.23912-RA, Tfasc_v1.23913-RA, Tfasc_v1.23915-RA, Tfasc_v1.29094-RA, Tfasc_v1.29377-RA, Tfasc_v1.29382-RA, Tlei_v1.02617-RA, Tlei_v1.02618-RA, Tlei_v1.10812-RA, Tlei_v1.15176-RA, Tlei_v1.15177-RA, Tlei_v1.19344-RA, Tlei_v1.20022-RA, Tlei_v1.20383-RA, Tlei_v1.21020-RA, Tlei_v1.21032-RA, Tlei_v1.21259-RA, Tlei_v1.29053-RA, Tlei_v1.30903-RA
CC	GO:0005719	nuclear euchromatin	0.01581	OG0001682, OG0016216	Tfasc_v1.19840-RA, Tfasc_v1.30636-RA, Tfasc_v1.30640-RA, Tlei_v1.03397-RA, Tlei_v1.21220-RA
CC	GO:0000502	proteasome complex	0.01611	OG0001301, OG0001043, OG0000640, OG0005177, OG0016397, OG0003718, OG0003659, OG0001823, OG0001104, OG0000467, OG0001091, OG0001530, OG0002754, OG0003889, OG0001956, OG0000706	Tfasc_v1.01204-RA, Tfasc_v1.04868-RA, Tfasc_v1.04971-RA, Tfasc_v1.06959-RA, Tfasc_v1.07404-RA, Tfasc_v1.11259-RA, Tfasc_v1.11458-RA, Tfasc_v1.11735-RA, Tfasc_v1.11762-RA, Tfasc_v1.12765-RA, Tfasc_v1.13012-RA, Tfasc_v1.13017-RA, Tfasc_v1.15588-RA, Tfasc_v1.15921-RA, Tfasc_v1.17294-RA, Tfasc_v1.17532-RA, Tfasc_v1.18568-RA, Tfasc_v1.18569-RA, Tfasc_v1.23917-RA, Tfasc_v1.24886-RA, Tfasc_v1.24888-RA, Tfasc_v1.26765-RA, Tfasc_v1.26769-RA, Tfasc_v1.28062-RA, Tfasc_v1.28063-RA, Tfasc_v1.28066-RA, Tfasc_v1.29202-RA, Tfasc_v1.29852-RA, Tlei_v1.00017-RA, Tlei_v1.02253-RA, Tlei_v1.02832-RA, Tlei_v1.10855-RA, Tlei_v1.11370-RA, Tlei_v1.11542-RA, Tlei_v1.13542-RA, Tlei_v1.14815-RA, Tlei_v1.15374-RA, Tlei_v1.16976-RA, Tlei_v1.16977-RA, Tlei_v1.22742-RA, Tlei_v1.24666-RA, Tlei_v1.26165-RA, Tlei_v1.26214-RA, Tlei_v1.26432-RA, Tlei_v1.27528-RA, Tlei_v1.28408-RA, Tlei_v1.30777-RA, Tlei_v1.30975-RA
CC	GO:0000815	ESCRT III complex	0.01627	OG0001261, OG0000599, OG0001489	Tfasc_v1.12255-RA, Tfasc_v1.13537-RA, Tfasc_v1.14346-RA, Tfasc_v1.25363-RA, Tfasc_v1.26674-RA, Tfasc_v1.27013-RA, Tlei_v1.09852-RA, Tlei_v1.12936-RA, Tlei_v1.18687-RA, Tlei_v1.30503-RA, Tlei_v1.31666-RA
CC	GO:0005764	lysosome	0.01766	OG0016307, OG0004579, OG0000214, OG0016431, OG0001725, OG0000970, OG0003049, OG0005200	Tfasc_v1.01938-RA, Tfasc_v1.01947-RA, Tfasc_v1.03696-RA, Tfasc_v1.03697-RA, Tfasc_v1.15069-RA, Tfasc_v1.17429-RA, Tfasc_v1.18426-RA, Tfasc_v1.21842-RA, Tfasc_v1.22305-RA, Tfasc_v1.24247-RA, Tfasc_v1.24250-RA, Tfasc_v1.28129-RA, Tfasc_v1.28313-RA, Tlei_v1.09285-RA, Tlei_v1.09308-RA, Tlei_v1.09309-RA, Tlei_v1.15995-RA, Tlei_v1.19982-RA, Tlei_v1.20400-RA, Tlei_v1.21807-RA, Tlei_v1.21809-RA, Tlei_v1.25589-RA, Tlei_v1.26337-RA, Tlei_v1.27239-RA, Tlei_v1.27246-RA
CC	GO:0017087	mitochondrial processing peptidase complex	0.01867	OG0003337, OG0002118	Tfasc_v1.20044-RA, Tfasc_v1.24087-RA, Tfasc_v1.25360-RA, Tlei_v1.05601-RA, Tlei_v1.06793-RA, Tlei_v1.25444-RA
CC	GO:0000139	Golgi membrane	0.01963	OG0001702, OG0001045, OG0000760, OG0001632, OG0001166, OG0001780, OG0001382, OG0001038, OG0001687, OG0016252, OG0000921, OG0001143, OG0001637, OG0000727, OG0001417, OG0000776, OG0000771, OG0001969, OG0001691, OG0001257, OG0001413, OG0001626, OG0001365, OG0004385, OG0002755, OG0002665, OG0000812, OG0000542, OG0003696, OG0002849, OG0001824, OG0003989, OG0000741	Tfasc_v1.00030-RA, Tfasc_v1.00127-RA, Tfasc_v1.03367-RA, Tfasc_v1.03827-RA, Tfasc_v1.03992-RA, Tfasc_v1.04024-RA, Tfasc_v1.04191-RA, Tfasc_v1.04678-RA, Tfasc_v1.05243-RA, Tfasc_v1.05627-RA, Tfasc_v1.05661-RA, Tfasc_v1.05953-RA, Tfasc_v1.06297-RA, Tfasc_v1.06549-RA, Tfasc_v1.06683-RA, Tfasc_v1.07947-RA, Tfasc_v1.09702-RA, Tfasc_v1.10225-RA, Tfasc_v1.10232-RA, Tfasc_v1.10857-RA, Tfasc_v1.11228-RA, Tfasc_v1.11338-RA, Tfasc_v1.11618-RA, Tfasc_v1.11921-RA, Tfasc_v1.12167-RA, Tfasc_v1.12175-RA, Tfasc_v1.12982-RA, Tfasc_v1.13207-RA, Tfasc_v1.13292-RA, Tfasc_v1.13649-RA, Tfasc_v1.14262-RA, Tfasc_v1.14628-RA, Tfasc_v1.15584-RA, Tfasc_v1.15980-RA, Tfasc_v1.16114-RA, Tfasc_v1.17267-RA, Tfasc_v1.17561-RA, Tfasc_v1.18523-RA, Tfasc_v1.18737-RA, Tfasc_v1.18738-RA, Tfasc_v1.19751-RA, Tfasc_v1.20037-RA, Tfasc_v1.20753-RA, Tfasc_v1.21421-RA, Tfasc_v1.22416-RA, Tfasc_v1.23193-RA, Tfasc_v1.23659-RA, Tfasc_v1.23698-RA, Tfasc_v1.23710-RA, Tfasc_v1.23713-RA, Tfasc_v1.26797-RA, Tfasc_v1.27899-RA, Tfasc_v1.28141-RA, Tfasc_v1.29622-RA, Tfasc_v1.29665-RA, Tfasc_v1.30051-RA, Tfasc_v1.30052-RA, Tlei_v1.00826-RA, Tlei_v1.01084-RA, Tlei_v1.01087-RA, Tlei_v1.03507-RA, Tlei_v1.03558-RA, Tlei_v1.03644-RA, Tlei_v1.04881-RA, Tlei_v1.05607-RA, Tlei_v1.06664-RA, Tlei_v1.07508-RA, Tlei_v1.08502-RA, Tlei_v1.08853-RA, Tlei_v1.09158-RA, Tlei_v1.09482-RA, Tlei_v1.09793-RA, Tlei_v1.10704-RA, Tlei_v1.10815-RA, Tlei_v1.11226-RA, Tlei_v1.11468-RA, Tlei_v1.11884-RA, Tlei_v1.12247-RA, Tlei_v1.12672-RA, Tlei_v1.13327-RA, Tlei_v1.14430-RA, Tlei_v1.14547-RA, Tlei_v1.15618-RA, Tlei_v1.16817-RA, Tlei_v1.17300-RA, Tlei_v1.17534-RA, Tlei_v1.17675-RA, Tlei_v1.18377-RA, Tlei_v1.18458-RA, Tlei_v1.19871-RA, Tlei_v1.20857-RA, Tlei_v1.21393-RA, Tlei_v1.22779-RA, Tlei_v1.22950-RA, Tlei_v1.22961-RA, Tlei_v1.23179-RA, Tlei_v1.23188-RA, Tlei_v1.24332-RA, Tlei_v1.24333-RA, Tlei_v1.27057-RA, Tlei_v1.29465-RA, Tlei_v1.30189-RA, Tlei_v1.30592-RA, Tlei_v1.31176-RA, Tlei_v1.31209-RA, Tlei_v1.31364-RA
CC	GO:0005789	endoplasmic reticulum membrane	0.02038	OG0001702, OG0000941, OG0002488, OG0001541, OG0000558, OG0001167, OG0005045, OG0002459, OG0001291, OG0001687, OG0000927, OG0000917, OG0002442, OG0005568, OG0001435, OG0000980, OG0001417, OG0001372, OG0002623, OG0000314, OG0002289, OG0001969, OG0001607, OG0016421, OG0000063, OG0000516, OG0000623, OG0001813, OG0000481, OG0001249, OG0000746, OG0001625, OG0001725, OG0004975, OG0016260, OG0000018, OG0002661, OG0002637, OG0000542, OG0000765, OG0002811, OG0002127, OG0004404, OG0003989, OG0002022, OG0004998	Tfasc_v1.00030-RA, Tfasc_v1.01538-RA, Tfasc_v1.02159-RA, Tfasc_v1.02346-RA, Tfasc_v1.02907-RA, Tfasc_v1.03425-RA, Tfasc_v1.03786-RA, Tfasc_v1.04864-RA, Tfasc_v1.05619-RA, Tfasc_v1.05627-RA, Tfasc_v1.05680-RA, Tfasc_v1.06443-RA, Tfasc_v1.06756-RA, Tfasc_v1.06963-RA, Tfasc_v1.07211-RC, Tfasc_v1.07366-RA, Tfasc_v1.07367-RA, Tfasc_v1.07843-RA, Tfasc_v1.08455-RA, Tfasc_v1.08630-RA, Tfasc_v1.09226-RA, Tfasc_v1.09229-RA, Tfasc_v1.09310-RA, Tfasc_v1.09552-RA, Tfasc_v1.09702-RA, Tfasc_v1.09838-RA, Tfasc_v1.09877-RB, Tfasc_v1.10225-RA, Tfasc_v1.10232-RA, Tfasc_v1.10740-RA, Tfasc_v1.11326-RA, Tfasc_v1.11618-RA, Tfasc_v1.11775-RA, Tfasc_v1.12065-RA, Tfasc_v1.12167-RA, Tfasc_v1.12175-RA, Tfasc_v1.12398-RA, Tfasc_v1.12402-RA, Tfasc_v1.12695-RA, Tfasc_v1.12708-RA, Tfasc_v1.13001-RA, Tfasc_v1.13301-RA, Tfasc_v1.13304-RA, Tfasc_v1.13318-RA, Tfasc_v1.13326-RA, Tfasc_v1.13649-RA, Tfasc_v1.13653-RA, Tfasc_v1.13721-RA, Tfasc_v1.14022-RA, Tfasc_v1.14045-RA, Tfasc_v1.15336-RA, Tfasc_v1.15337-RA, Tfasc_v1.16000-RA, Tfasc_v1.16001-RA, Tfasc_v1.16447-RA, Tfasc_v1.17429-RA, Tfasc_v1.17984-RA, Tfasc_v1.19208-RA, Tfasc_v1.20424-RA, Tfasc_v1.20489-RA, Tfasc_v1.20551-RA, Tfasc_v1.20945-RA, Tfasc_v1.20946-RA, Tfasc_v1.21092-RA, Tfasc_v1.21094-RA, Tfasc_v1.21842-RA, Tfasc_v1.22256-RA, Tfasc_v1.23961-RA, Tfasc_v1.24634-RA, Tfasc_v1.25193-RA, Tfasc_v1.25212-RA, Tfasc_v1.25839-RA, Tfasc_v1.26775-RA, Tfasc_v1.26951-RA, Tfasc_v1.27299-RA, Tfasc_v1.28005-RA, Tfasc_v1.28141-RA, Tfasc_v1.28913-RA, Tfasc_v1.29086-RA, Tfasc_v1.29087-RA, Tfasc_v1.29088-RA, Tfasc_v1.29089-RA, Tfasc_v1.30685-RA, Tlei_v1.00014-RA, Tlei_v1.01043-RA, Tlei_v1.01102-RA, Tlei_v1.01748-RA, Tlei_v1.02076-RA, Tlei_v1.02414-RA, Tlei_v1.03644-RA, Tlei_v1.04344-RA, Tlei_v1.05200-RA, Tlei_v1.05261-RA, Tlei_v1.07012-RA, Tlei_v1.07037-RA, Tlei_v1.09163-RA, Tlei_v1.09203-RA, Tlei_v1.09393-RA, Tlei_v1.09793-RA, Tlei_v1.09988-RA, Tlei_v1.10260-RA, Tlei_v1.11352-RA, Tlei_v1.11468-RA, Tlei_v1.12325-RA, Tlei_v1.12825-RA, Tlei_v1.13388-RA, Tlei_v1.13792-RA, Tlei_v1.14619-RA, Tlei_v1.15131-RA, Tlei_v1.15349-RA, Tlei_v1.15841-RA, Tlei_v1.17093-RA, Tlei_v1.17675-RA, Tlei_v1.17968-RA, Tlei_v1.17984-RA, Tlei_v1.17985-RA, Tlei_v1.18466-RA, Tlei_v1.18479-RA, Tlei_v1.19254-RA, Tlei_v1.19274-RA, Tlei_v1.19385-RA, Tlei_v1.19387-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.20400-RA, Tlei_v1.21262-RA, Tlei_v1.21577-RA, Tlei_v1.22069-RA, Tlei_v1.23193-RA, Tlei_v1.23935-RA, Tlei_v1.24179-RA, Tlei_v1.24332-RA, Tlei_v1.24333-RA, Tlei_v1.24546-RA, Tlei_v1.25327-RA, Tlei_v1.26183-RA, Tlei_v1.26337-RA, Tlei_v1.26646-RB, Tlei_v1.26886-RA, Tlei_v1.27040-RA, Tlei_v1.28415-RA, Tlei_v1.28587-RA, Tlei_v1.28780-RA, Tlei_v1.29465-RA, Tlei_v1.31509-RA, Tlei_v1.31522-RA
