Category	ID	Term	adj_pval	Orthogroups	Genes
MF	GO:0004356	glutamate-ammonia ligase activity	2.4e-06	OG0000363	Tfasc_v1.19507-RA, Tfasc_v1.23407-RA, Tfasc_v1.28774-RA, Tlei_v1.06458-RA, Tlei_v1.13059-RA, Tlei_v1.23348-RA, Tlei_v1.28906-RA
MF	GO:0097157	pre-mRNA intronic binding	2.6e-06	OG0000875, OG0005509, OG0005506	Tfasc_v1.00696-RA, Tlei_v1.03033-RA, Tlei_v1.03070-RB, Tlei_v1.03078-RA, Tlei_v1.03083-RB, Tlei_v1.03105-RA, Tlei_v1.05831-RA, Tlei_v1.11488-RB, Tlei_v1.16233-RA, Tlei_v1.18544-RA
MF	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	3.4e-06	OG0000719	Tfasc_v1.05794-RA, Tfasc_v1.23078-RA, Tlei_v1.01220-RA, Tlei_v1.05387-RA, Tlei_v1.23706-RA
MF	GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity	3.7e-06	OG0016252, OG0001824	Tfasc_v1.05661-RA, Tfasc_v1.08692-RA, Tfasc_v1.08694-RA, Tlei_v1.01084-RA, Tlei_v1.01087-RA, Tlei_v1.13327-RA, Tlei_v1.13329-RA, Tlei_v1.13330-RA, Tlei_v1.13331-RA
MF	GO:0045548	phenylalanine ammonia-lyase activity	5.8e-06	OG0000435	Tfasc_v1.03133-RA, Tfasc_v1.07643-RA, Tfasc_v1.21701-RA, Tlei_v1.03830-RA, Tlei_v1.15650-RA, Tlei_v1.17054-RA
MF	GO:0008915	lipid-A-disaccharide synthase activity	1e-05	OG0002314	Tfasc_v1.08096-RA, Tfasc_v1.16034-RA, Tlei_v1.14141-RA, Tlei_v1.14142-RA
MF	GO:0033858	N-acetylgalactosamine kinase activity	1e-05	OG0000915	Tfasc_v1.01610-RA, Tlei_v1.01844-RA, Tlei_v1.01846-RA, Tlei_v1.30357-RA
MF	GO:0047886	farnesol dehydrogenase activity	1e-05	OG0002366	Tfasc_v1.23103-RA, Tlei_v1.23681-RA, Tlei_v1.23682-RA, Tlei_v1.23683-RA
MF	GO:0004335	galactokinase activity	1.1e-05	OG0000915	Tfasc_v1.01610-RA, Tfasc_v1.14494-RA, Tlei_v1.01844-RA, Tlei_v1.01846-RA, Tlei_v1.30357-RA
MF	GO:0033204	ribonuclease P RNA binding	5.2e-05	OG0000513	Tfasc_v1.10459-RA, Tlei_v1.25043-RA, Tlei_v1.25070-RA, Tlei_v1.25071-RA, Tlei_v1.25085-RA, Tlei_v1.25087-RA, Tlei_v1.31133-RA
MF	GO:0004020	adenylylsulfate kinase activity	6.2e-05	OG0000975	Tfasc_v1.19884-RA, Tfasc_v1.23276-RA, Tlei_v1.05686-RA, Tlei_v1.08727-RA, Tlei_v1.23503-RA
MF	GO:0008121	ubiquinol-cytochrome-c reductase activity	6.8e-05	OG0001168, OG0001172, OG0001821	Tfasc_v1.03811-RA, Tfasc_v1.26089-RA, Tlei_v1.13307-RA, Tlei_v1.15494-RA, Tlei_v1.21354-RA, Tlei_v1.24548-RB, Tlei_v1.24682-RA, Tlei_v1.24926-RA, Tlei_v1.31764-RA
MF	GO:0000171	ribonuclease MRP activity	7.7e-05	OG0000513	Tfasc_v1.10459-RA, Tlei_v1.25043-RA, Tlei_v1.25070-RA, Tlei_v1.25071-RA, Tlei_v1.25085-RA, Tlei_v1.25087-RA, Tlei_v1.31133-RA
MF	GO:0016428	tRNA (cytosine-5-)-methyltransferase activity	0.00014	OG0002824	Tfasc_v1.05786-RA, Tlei_v1.01207-RA, Tlei_v1.01211-RA, Tlei_v1.01216-RA
MF	GO:0008878	glucose-1-phosphate adenylyltransferase activity	0.00016	OG0000813	Tfasc_v1.00421-RA, Tfasc_v1.13161-RA, Tlei_v1.03037-RA, Tlei_v1.03079-RA, Tlei_v1.03080-RA, Tlei_v1.10988-RA
MF	GO:0004721	phosphoprotein phosphatase activity	0.00017	OG0000288, OG0000283, OG0003705, OG0004557, OG0001052	Tfasc_v1.06052-RA, Tfasc_v1.17844-RA, Tfasc_v1.30111-RA, Tlei_v1.01438-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.04029-RA, Tlei_v1.05983-RA, Tlei_v1.06473-RA, Tlei_v1.07195-RA, Tlei_v1.10230-RA, Tlei_v1.12340-RA, Tlei_v1.12538-RA, Tlei_v1.13514-RA, Tlei_v1.15064-RA, Tlei_v1.15181-RA, Tlei_v1.18560-RA, Tlei_v1.20810-RA, Tlei_v1.22804-RA
MF	GO:0008780	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	0.00018	OG0003472	Tfasc_v1.13778-RA, Tlei_v1.19070-RA, Tlei_v1.24063-RA
MF	GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	0.00018	OG0005208	Tfasc_v1.29541-RA, Tlei_v1.31273-RA, Tlei_v1.31275-RA
MF	GO:0000215	tRNA 2'-phosphotransferase activity	0.00018	OG0005095	Tfasc_v1.20899-RA, Tlei_v1.18023-RA, Tlei_v1.18027-RB
MF	GO:0003861	3-isopropylmalate dehydratase activity	0.00018	OG0002169	Tfasc_v1.30333-RA, Tlei_v1.20626-RA, Tlei_v1.20627-RA
MF	GO:0046820	4-amino-4-deoxychorismate synthase activity	0.00018	OG0004144	Tfasc_v1.08134-RA, Tlei_v1.14084-RA, Tlei_v1.14085-RA
MF	GO:0017095	heparan sulfate 6-O-sulfotransferase activity	0.00018	OG0002406	Tfasc_v1.24756-RA, Tlei_v1.17042-RA, Tlei_v1.26046-RA
MF	GO:0009020	tRNA (guanosine-2'-O-)-methyltransferase activity	0.00018	OG0004381	Tfasc_v1.23221-RA, Tlei_v1.23563-RA, Tlei_v1.23565-RA
MF	GO:0047412	N-(long-chain-acyl)ethanolamine deacylase activity	0.00018	OG0004892	Tfasc_v1.03340-RA, Tlei_v1.03679-RA, Tlei_v1.03680-RA
MF	GO:0032440	2-alkenal reductase [NAD(P)+] activity	2e-04	OG0002840, OG0016325	Tfasc_v1.30228-RA, Tfasc_v1.30230-RA, Tlei_v1.17972-RA, Tlei_v1.17974-RA, Tlei_v1.17975-RA, Tlei_v1.17983-RA, Tlei_v1.20705-RA, Tlei_v1.20706-RA
MF	GO:0030942	endoplasmic reticulum signal peptide binding	2e-04	OG0000999	Tfasc_v1.04738-RA, Tfasc_v1.25812-RA, Tlei_v1.08146-RA, Tlei_v1.31911-RA, Tlei_v1.31913-RA
MF	GO:0000166	nucleotide binding	0.00022	OG0000813, OG0000823, OG0005509, OG0000875, OG0001933, OG0016233, OG0000193, OG0000915, OG0001822, OG0003849, OG0000428, OG0005442, OG0000999, OG0001302, OG0000368, OG0016240, OG0000584, OG0001127, OG0001688, OG0004148, OG0000217, OG0002496, OG0000507, OG0002084, OG0000389, OG0000221, OG0000673, OG0000303, OG0000674, OG0000165, OG0002727, OG0001569, OG0000839, OG0004079, OG0000825, OG0000730, OG0000320, OG0016383, OG0002926, OG0000711, OG0002932, OG0000908, OG0000502, OG0000194, OG0002700, OG0016295, OG0002074, OG0004225, OG0004903, OG0005123, OG0002566, OG0000363, OG0000975, OG0002040, OG0016266, OG0001088, OG0001006, OG0002273, OG0016190, OG0004479, OG0005489, OG0002480, OG0002829, OG0001562, OG0001963, OG0003936, OG0001009, OG0005208, OG0002760, OG0000355, OG0001316, OG0002811, OG0001750, OG0000288, OG0004229, OG0005550, OG0001814, OG0004758, OG0002803, OG0003419, OG0002849, OG0005571, OG0001817, OG0005572, OG0005253	Tfasc_v1.00421-RA, Tfasc_v1.00500-RA, Tfasc_v1.00507-RA, Tfasc_v1.00518-RA, Tfasc_v1.00648-RA, Tfasc_v1.00696-RA, Tfasc_v1.01133-RA, Tfasc_v1.01157-RA, Tfasc_v1.01163-RA, Tfasc_v1.01610-RA, Tfasc_v1.02969-RA, Tfasc_v1.02978-RA, Tfasc_v1.03397-RA, Tfasc_v1.03545-RA, Tfasc_v1.03550-RA, Tfasc_v1.03552-RA, Tfasc_v1.03879-RA, Tfasc_v1.04738-RA, Tfasc_v1.04740-RA, Tfasc_v1.04763-RA, Tfasc_v1.04839-RA, Tfasc_v1.05262-RA, Tfasc_v1.05323-RA, Tfasc_v1.05785-RA, Tfasc_v1.05787-RA, Tfasc_v1.05790-RA, Tfasc_v1.06056-RA, Tfasc_v1.06101-RA, Tfasc_v1.08070-RA, Tfasc_v1.08203-RA, Tfasc_v1.08527-RA, Tfasc_v1.09235-RA, Tfasc_v1.09236-RA, Tfasc_v1.09620-RA, Tfasc_v1.09645-RA, Tfasc_v1.09886-RA, Tfasc_v1.10069-RA, Tfasc_v1.10082-RA, Tfasc_v1.10116-RA, Tfasc_v1.10135-RA, Tfasc_v1.10139-RA, Tfasc_v1.10148-RA, Tfasc_v1.10151-RA, Tfasc_v1.10229-RA, Tfasc_v1.10244-RA, Tfasc_v1.10635-RA, Tfasc_v1.10637-RA, Tfasc_v1.10649-RB, Tfasc_v1.10652-RA, Tfasc_v1.10655-RA, Tfasc_v1.10688-RA, Tfasc_v1.10963-RA, Tfasc_v1.10965-RA, Tfasc_v1.10970-RA, Tfasc_v1.10971-RA, Tfasc_v1.10972-RA, Tfasc_v1.10975-RA, Tfasc_v1.11216-RA, Tfasc_v1.11220-RA, Tfasc_v1.11335-RA, Tfasc_v1.11846-RA, Tfasc_v1.12193-RA, Tfasc_v1.12194-RA, Tfasc_v1.12203-RA, Tfasc_v1.12204-RA, Tfasc_v1.12777-RA, Tfasc_v1.13161-RA, Tfasc_v1.13263-RA, Tfasc_v1.13394-RA, Tfasc_v1.14028-RA, Tfasc_v1.14108-RA, Tfasc_v1.14109-RA, Tfasc_v1.14229-RA, Tfasc_v1.14494-RA, Tfasc_v1.14834-RA, Tfasc_v1.14837-RA, Tfasc_v1.14840-RA, Tfasc_v1.14842-RA, Tfasc_v1.14844-RA, Tfasc_v1.15241-RA, Tfasc_v1.15247-RA, Tfasc_v1.15971-RA, Tfasc_v1.15974-RA, Tfasc_v1.17095-RA, Tfasc_v1.17154-RA, Tfasc_v1.17192-RA, Tfasc_v1.17763-RA, Tfasc_v1.18280-RA, Tfasc_v1.18473-RA, Tfasc_v1.18673-RA, Tfasc_v1.18908-RA, Tfasc_v1.19161-RA, Tfasc_v1.19507-RA, Tfasc_v1.19884-RA, Tfasc_v1.20236-RA, Tfasc_v1.20238-RA, Tfasc_v1.21128-RA, Tfasc_v1.21413-RA, Tfasc_v1.21612-RB, Tfasc_v1.21875-RA, Tfasc_v1.21922-RA, Tfasc_v1.22374-RA, Tfasc_v1.22850-RA, Tfasc_v1.22977-RA, Tfasc_v1.23276-RA, Tfasc_v1.23407-RA, Tfasc_v1.25147-RA, Tfasc_v1.25293-RA, Tfasc_v1.25296-RA, Tfasc_v1.25685-RA, Tfasc_v1.25812-RA, Tfasc_v1.26064-RA, Tfasc_v1.26778-RA, Tfasc_v1.26997-RA, Tfasc_v1.27284-RA, Tfasc_v1.27887-RA, Tfasc_v1.28774-RA, Tfasc_v1.28999-RA, Tfasc_v1.29292-RA, Tfasc_v1.29541-RA, Tfasc_v1.30472-RA, Tfasc_v1.30473-RA, Tfasc_v1.30631-RA, Tfasc_v1.30633-RA, Tfasc_v1.30634-RA, Tlei_v1.00274-RC, Tlei_v1.01078-RA, Tlei_v1.01203-RA, Tlei_v1.01210-RA, Tlei_v1.01213-RA, Tlei_v1.01217-RA, Tlei_v1.01844-RA, Tlei_v1.01846-RA, Tlei_v1.01953-RA, Tlei_v1.02076-RA, Tlei_v1.02255-RA, Tlei_v1.02300-RA, Tlei_v1.02310-RA, Tlei_v1.02332-RA, Tlei_v1.02499-RA, Tlei_v1.02646-RA, Tlei_v1.02733-RA, Tlei_v1.02824-RA, Tlei_v1.03033-RA, Tlei_v1.03037-RA, Tlei_v1.03070-RB, Tlei_v1.03078-RA, Tlei_v1.03079-RA, Tlei_v1.03080-RA, Tlei_v1.03083-RB, Tlei_v1.03105-RA, Tlei_v1.03113-RA, Tlei_v1.03141-RA, Tlei_v1.03146-RA, Tlei_v1.03232-RA, Tlei_v1.03235-RA, Tlei_v1.04029-RA, Tlei_v1.04209-RA, Tlei_v1.04745-RA, Tlei_v1.04820-RA, Tlei_v1.04953-RA, Tlei_v1.05018-RA, Tlei_v1.05044-RA, Tlei_v1.05046-RA, Tlei_v1.05430-RA, Tlei_v1.05686-RA, Tlei_v1.05837-RA, Tlei_v1.06458-RA, Tlei_v1.06792-RA, Tlei_v1.06932-RA, Tlei_v1.07448-RA, Tlei_v1.07788-RA, Tlei_v1.07962-RA, Tlei_v1.07977-RA, Tlei_v1.07982-RA, Tlei_v1.08025-RA, Tlei_v1.08032-RA, Tlei_v1.08123-RA, Tlei_v1.08144-RA, Tlei_v1.08146-RA, Tlei_v1.08334-RA, Tlei_v1.08614-RA, Tlei_v1.08727-RA, Tlei_v1.08934-RA, Tlei_v1.09019-RA, Tlei_v1.09079-RA, Tlei_v1.09292-RA, Tlei_v1.09368-RA, Tlei_v1.09369-RA, Tlei_v1.09512-RA, Tlei_v1.09517-RA, Tlei_v1.09518-RA, Tlei_v1.09527-RA, Tlei_v1.09536-RA, Tlei_v1.09537-RA, Tlei_v1.09538-RA, Tlei_v1.09620-RA, Tlei_v1.09664-RA, Tlei_v1.09668-RA, Tlei_v1.09671-RA, Tlei_v1.09672-RA, Tlei_v1.09675-RA, Tlei_v1.09810-RA, Tlei_v1.09811-RA, Tlei_v1.09812-RA, Tlei_v1.10345-RA, Tlei_v1.10396-RA, Tlei_v1.10680-RA, Tlei_v1.10716-RA, Tlei_v1.10988-RA, Tlei_v1.11257-RA, Tlei_v1.11315-RA, Tlei_v1.11427-RA, Tlei_v1.11488-RB, Tlei_v1.11598-RA, Tlei_v1.12256-RA, Tlei_v1.12261-RA, Tlei_v1.12270-RA, Tlei_v1.12285-RA, Tlei_v1.12304-RA, Tlei_v1.12312-RA, Tlei_v1.12314-RA, Tlei_v1.12336-RA, Tlei_v1.12534-RA, Tlei_v1.12539-RA, Tlei_v1.12541-RB, Tlei_v1.12542-RA, Tlei_v1.12544-RA, Tlei_v1.12545-RA, Tlei_v1.12546-RA, Tlei_v1.12549-RA, Tlei_v1.12818-RA, Tlei_v1.12819-RA, Tlei_v1.13059-RA, Tlei_v1.13799-RA, Tlei_v1.13809-RA, Tlei_v1.13979-RA, Tlei_v1.14169-RA, Tlei_v1.14521-RA, Tlei_v1.14961-RA, Tlei_v1.16233-RA, Tlei_v1.16284-RA, Tlei_v1.16287-RA, Tlei_v1.16674-RA, Tlei_v1.16862-RA, Tlei_v1.16863-RA, Tlei_v1.17310-RA, Tlei_v1.17313-RA, Tlei_v1.17318-RA, Tlei_v1.17604-RA, Tlei_v1.18328-RA, Tlei_v1.18329-RA, Tlei_v1.18344-RA, Tlei_v1.18419-RA, Tlei_v1.18427-RA, Tlei_v1.18542-RA, Tlei_v1.18544-RA, Tlei_v1.18547-RA, Tlei_v1.19271-RA, Tlei_v1.19373-RA, Tlei_v1.19374-RA, Tlei_v1.19453-RA, Tlei_v1.19467-RA, Tlei_v1.19912-RA, Tlei_v1.20173-RA, Tlei_v1.20422-RA, Tlei_v1.20719-RA, Tlei_v1.21071-RA, Tlei_v1.21522-RA, Tlei_v1.21576-RA, Tlei_v1.21580-RA, Tlei_v1.21581-RA, Tlei_v1.21987-RA, Tlei_v1.22231-RA, Tlei_v1.22330-RA, Tlei_v1.22658-RA, Tlei_v1.22672-RA, Tlei_v1.22673-RA, Tlei_v1.22678-RA, Tlei_v1.22682-RA, Tlei_v1.22799-RA, Tlei_v1.22817-RA, Tlei_v1.23058-RA, Tlei_v1.23097-RA, Tlei_v1.23305-RA, Tlei_v1.23348-RA, Tlei_v1.23503-RA, Tlei_v1.23786-RA, Tlei_v1.24247-RA, Tlei_v1.24435-RA, Tlei_v1.24553-RA, Tlei_v1.24735-RA, Tlei_v1.24736-RA, Tlei_v1.24742-RA, Tlei_v1.24748-RA, Tlei_v1.24789-RA, Tlei_v1.24794-RA, Tlei_v1.24796-RA, Tlei_v1.24799-RA, Tlei_v1.24813-RA, Tlei_v1.24819-RA, Tlei_v1.24824-RA, Tlei_v1.24828-RA, Tlei_v1.24837-RA, Tlei_v1.24840-RA, Tlei_v1.24846-RA, Tlei_v1.24848-RA, Tlei_v1.24850-RA, Tlei_v1.24864-RA, Tlei_v1.24865-RA, Tlei_v1.24871-RA, Tlei_v1.24881-RA, Tlei_v1.24882-RA, Tlei_v1.24928-RA, Tlei_v1.25240-RA, Tlei_v1.25253-RA, Tlei_v1.25256-RA, Tlei_v1.25257-RA, Tlei_v1.25262-RA, Tlei_v1.25264-RA, Tlei_v1.25274-RA, Tlei_v1.25280-RA, Tlei_v1.25868-RA, Tlei_v1.25982-RA, Tlei_v1.26203-RA, Tlei_v1.26604-RA, Tlei_v1.26646-RB, Tlei_v1.26679-RA, Tlei_v1.27779-RA, Tlei_v1.27782-RA, Tlei_v1.27784-RA, Tlei_v1.27785-RA, Tlei_v1.28419-RA, Tlei_v1.28629-RA, Tlei_v1.28906-RA, Tlei_v1.29705-RA, Tlei_v1.29794-RA, Tlei_v1.30171-RA, Tlei_v1.30228-RA, Tlei_v1.30357-RA, Tlei_v1.30622-RA, Tlei_v1.30717-RA, Tlei_v1.30841-RA, Tlei_v1.30880-RA, Tlei_v1.31273-RA, Tlei_v1.31275-RA, Tlei_v1.31586-RA, Tlei_v1.31598-RA, Tlei_v1.31599-RA, Tlei_v1.31829-RA, Tlei_v1.31911-RA, Tlei_v1.31912-RA, Tlei_v1.31913-RA
MF	GO:0004852	uroporphyrinogen-III synthase activity	0.00032	OG0002737	Tfasc_v1.25932-RA, Tlei_v1.27603-RA, Tlei_v1.31636-RA, Tlei_v1.31640-RA
MF	GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	0.00033	OG0001585	Tfasc_v1.02852-RA, Tfasc_v1.08011-RA, Tlei_v1.04106-RA, Tlei_v1.04110-RA, Tlei_v1.14241-RA
MF	GO:0008097	5S rRNA binding	0.00037	OG0005283, OG0001596	Tfasc_v1.11227-RA, Tfasc_v1.17259-RA, Tlei_v1.04889-RA, Tlei_v1.09306-RA, Tlei_v1.12248-RA, Tlei_v1.22126-RA, Tlei_v1.24567-RA
MF	GO:0046983	protein dimerization activity	0.00041	OG0000210, OG0003044, OG0005063, OG0000217, OG0005544, OG0001014, OG0001098, OG0000180, OG0001773, OG0002811, OG0000389, OG0002783, OG0001506	Tfasc_v1.01780-RA, Tfasc_v1.05645-RA, Tfasc_v1.05994-RA, Tfasc_v1.13645-RA, Tfasc_v1.13801-RA, Tfasc_v1.16576-RA, Tfasc_v1.17840-RA, Tfasc_v1.18637-RA, Tfasc_v1.22107-RA, Tfasc_v1.29860-RA, Tfasc_v1.30174-RA, Tlei_v1.00223-RA, Tlei_v1.00917-RA, Tlei_v1.01061-RA, Tlei_v1.01786-RA, Tlei_v1.01788-RA, Tlei_v1.02076-RA, Tlei_v1.02500-RA, Tlei_v1.02647-RA, Tlei_v1.02734-RA, Tlei_v1.02770-RA, Tlei_v1.02825-RA, Tlei_v1.03998-RA, Tlei_v1.04207-RA, Tlei_v1.04208-RA, Tlei_v1.04684-RA, Tlei_v1.04686-RA, Tlei_v1.06286-RA, Tlei_v1.06288-RA, Tlei_v1.07259-RA, Tlei_v1.07907-RA, Tlei_v1.08705-RA, Tlei_v1.09289-RA, Tlei_v1.10082-RA, Tlei_v1.10337-RA, Tlei_v1.11028-RA, Tlei_v1.11408-RA, Tlei_v1.12162-RA, Tlei_v1.13010-RA, Tlei_v1.14341-RA, Tlei_v1.14343-RA, Tlei_v1.15337-RA, Tlei_v1.16901-RA, Tlei_v1.16903-RA, Tlei_v1.18839-RA, Tlei_v1.20211-RA, Tlei_v1.20748-RA, Tlei_v1.23098-RA, Tlei_v1.26646-RB, Tlei_v1.26819-RA, Tlei_v1.27416-RA, Tlei_v1.29681-RA
MF	GO:0015267	channel activity	0.00047	OG0005047, OG0000650, OG0002942, OG0000323, OG0005352, OG0001562, OG0005568	Tfasc_v1.03774-RA, Tfasc_v1.05001-RA, Tfasc_v1.05002-RA, Tfasc_v1.05003-RA, Tfasc_v1.14257-RA, Tfasc_v1.14828-RA, Tfasc_v1.15963-RA, Tfasc_v1.16275-RA, Tfasc_v1.18909-RA, Tfasc_v1.26998-RA, Tlei_v1.00130-RA, Tlei_v1.00133-RA, Tlei_v1.00134-RA, Tlei_v1.00135-RA, Tlei_v1.00137-RA, Tlei_v1.06846-RA, Tlei_v1.08790-RA, Tlei_v1.09224-RA, Tlei_v1.09227-RA, Tlei_v1.16407-RA, Tlei_v1.16584-RA, Tlei_v1.16673-RA, Tlei_v1.18688-RA, Tlei_v1.21570-RA, Tlei_v1.22696-RA, Tlei_v1.30596-RA
MF	GO:0004869	cysteine-type endopeptidase inhibitor activity	0.00048	OG0001809, OG0004650	Tfasc_v1.04898-RA, Tfasc_v1.29434-RA, Tlei_v1.00042-RA, Tlei_v1.10387-RA, Tlei_v1.32052-RA, Tlei_v1.32054-RA
MF	GO:0017056	structural constituent of nuclear pore	0.00049	OG0005104, OG0001157	Tfasc_v1.12878-RA, Tfasc_v1.29490-RA, Tlei_v1.04865-RA, Tlei_v1.10698-RA, Tlei_v1.10699-RA, Tlei_v1.12782-RA, Tlei_v1.12783-RA, Tlei_v1.21916-RA, Tlei_v1.31322-RA
MF	GO:0008146	sulfotransferase activity	0.00051	OG0001112, OG0002406	Tfasc_v1.19541-RA, Tfasc_v1.19543-RA, Tfasc_v1.24756-RA, Tlei_v1.06407-RA, Tlei_v1.06410-RA, Tlei_v1.06414-RA, Tlei_v1.17042-RA, Tlei_v1.26046-RA
MF	GO:0008460	dTDP-glucose 4,6-dehydratase activity	0.00052	OG0002576, OG0001316	Tfasc_v1.13317-RA, Tlei_v1.01953-RA, Tlei_v1.10853-RA, Tlei_v1.12346-RA, Tlei_v1.30228-RA
MF	GO:0052793	pectin acetylesterase activity	0.00052	OG0001056	Tfasc_v1.02317-RA, Tfasc_v1.02318-RA, Tlei_v1.10766-RA, Tlei_v1.26909-RA, Tlei_v1.26910-RA
MF	GO:0035241	protein-arginine omega-N monomethyltransferase activity	7e-04	OG0004606	Tfasc_v1.20715-RA, Tlei_v1.18211-RA, Tlei_v1.18213-RA
MF	GO:0004714	transmembrane receptor protein tyrosine kinase activity	0.00087	OG0002811, OG0000839	Tlei_v1.02076-RA, Tlei_v1.11427-RA, Tlei_v1.12312-RA, Tlei_v1.12314-RA, Tlei_v1.12336-RA, Tlei_v1.26646-RB
MF	GO:0046408	chlorophyll synthetase activity	0.00104	OG0001600	Tfasc_v1.26178-RA, Tlei_v1.03470-RA, Tlei_v1.21015-RA, Tlei_v1.27905-RA
MF	GO:0038023	signaling receptor activity	0.00108	OG0000650, OG0000288, OG0000217, OG0000839, OG0000283, OG0001562, OG0000495, OG0002811, OG0002496, OG0001052	Tfasc_v1.05001-RA, Tfasc_v1.05002-RA, Tfasc_v1.05003-RA, Tfasc_v1.06052-RA, Tfasc_v1.08527-RA, Tfasc_v1.11335-RA, Tfasc_v1.17844-RA, Tfasc_v1.26997-RA, Tfasc_v1.27451-RA, Tfasc_v1.27588-RA, Tfasc_v1.27589-RA, Tlei_v1.00130-RA, Tlei_v1.00133-RA, Tlei_v1.00135-RA, Tlei_v1.00137-RA, Tlei_v1.01438-RA, Tlei_v1.02076-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.04029-RA, Tlei_v1.05983-RA, Tlei_v1.06473-RA, Tlei_v1.07195-RA, Tlei_v1.11427-RA, Tlei_v1.12304-RA, Tlei_v1.12308-RA, Tlei_v1.12312-RA, Tlei_v1.12314-RA, Tlei_v1.12336-RA, Tlei_v1.12538-RA, Tlei_v1.12818-RA, Tlei_v1.13514-RA, Tlei_v1.15064-RA, Tlei_v1.15181-RA, Tlei_v1.18560-RA, Tlei_v1.22804-RA, Tlei_v1.26646-RB, Tlei_v1.29895-RA, Tlei_v1.29896-RA, Tlei_v1.29897-RA, Tlei_v1.29898-RA
MF	GO:0051879	Hsp90 protein binding	0.00114	OG0001017	Tfasc_v1.23906-RA, Tfasc_v1.23908-RA, Tfasc_v1.23916-RA, Tlei_v1.21025-RA, Tlei_v1.21034-RA, Tlei_v1.21048-RA
MF	GO:0042162	telomeric DNA binding	0.00122	OG0001017, OG0016329	Tfasc_v1.23906-RA, Tfasc_v1.23908-RA, Tfasc_v1.23916-RA, Tlei_v1.21007-RA, Tlei_v1.21025-RA, Tlei_v1.21034-RA, Tlei_v1.21048-RA
MF	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	0.00152	OG0002835	Tfasc_v1.23388-RA, Tlei_v1.13907-RA, Tlei_v1.19249-RA, Tlei_v1.19452-RA, Tlei_v1.25747-RA
MF	GO:0015276	ligand-gated ion channel activity	0.00162	OG0000650	Tfasc_v1.05001-RA, Tfasc_v1.05002-RA, Tfasc_v1.05003-RA, Tlei_v1.00130-RA, Tlei_v1.00133-RA, Tlei_v1.00134-RA, Tlei_v1.00135-RA, Tlei_v1.00137-RA
MF	GO:0035615	clathrin adaptor activity	0.00166	OG0001902	Tfasc_v1.06208-RA, Tfasc_v1.06211-RA, Tlei_v1.01518-RA, Tlei_v1.26683-RA
MF	GO:0004577	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity	0.00168	OG0002459	Tfasc_v1.04864-RA, Tlei_v1.00014-RA, Tlei_v1.10260-RA
MF	GO:0009924	octadecanal decarbonylase activity	0.00168	OG0002442	Tfasc_v1.06756-RA, Tlei_v1.12325-RA, Tlei_v1.14619-RA
MF	GO:1990610	acetolactate synthase regulator activity	0.00168	OG0003713	Tfasc_v1.30231-RA, Tlei_v1.17976-RA, Tlei_v1.20704-RA
MF	GO:0003960	NADPH:quinone reductase activity	0.00168	OG0004490	Tfasc_v1.06667-RA, Tlei_v1.14531-RA, Tlei_v1.14532-RA
MF	GO:0004450	isocitrate dehydrogenase (NADP+) activity	0.00168	OG0000507	Tfasc_v1.09620-RA, Tlei_v1.06932-RA, Tlei_v1.24247-RA
MF	GO:1990465	aldehyde oxygenase (deformylating) activity	0.00168	OG0002442	Tfasc_v1.06756-RA, Tlei_v1.12325-RA, Tlei_v1.14619-RA
MF	GO:0046423	allene-oxide cyclase activity	0.00168	OG0003582	Tfasc_v1.24191-RA, Tlei_v1.25542-RA, Tlei_v1.25543-RA
MF	GO:0052716	hydroquinone:oxygen oxidoreductase activity	0.0022	OG0001998, OG0001701	Tfasc_v1.08857-RA, Tfasc_v1.12171-RA, Tfasc_v1.29530-RA, Tlei_v1.09790-RA, Tlei_v1.13162-RA, Tlei_v1.13166-RA, Tlei_v1.31287-RA
MF	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	0.00274	OG0005402, OG0002462, OG0002926, OG0002841, OG0005493	Tfasc_v1.08217-RA, Tfasc_v1.13426-RA, Tfasc_v1.14028-RA, Tfasc_v1.30632-RA, Tlei_v1.03665-RA, Tlei_v1.06047-RA, Tlei_v1.10852-RA, Tlei_v1.13923-RA, Tlei_v1.13924-RA, Tlei_v1.13925-RA, Tlei_v1.18642-RA, Tlei_v1.19271-RA, Tlei_v1.26679-RA, Tlei_v1.31332-RA
MF	GO:0004819	glutamine-tRNA ligase activity	0.00323	OG0002273	Tfasc_v1.21875-RA, Tlei_v1.20422-RA, Tlei_v1.31599-RA
MF	GO:0008481	sphinganine kinase activity	0.00323	OG0005577	Tfasc_v1.06909-RA, Tlei_v1.13524-RA
MF	GO:0004142	diacylglycerol cholinephosphotransferase activity	0.00323	OG0002705	Tfasc_v1.14545-RA, Tlei_v1.21329-RA
