Category	ID	Term	adj_pval	Orthogroups	Genes
MF	GO:0031593	polyubiquitin modification-dependent protein binding	0.00312	OG0015607, OG0006256, OG0014264, OG0015193, OG0001167, OG0003233, OG0003494, OG0002661	Tfasc_v1.02653, Tfasc_v1.06010, Tfasc_v1.07317, Tfasc_v1.07365, Tfasc_v1.07366, Tfasc_v1.07367, Tfasc_v1.08997, Tfasc_v1.09286, Tfasc_v1.20946
MF	GO:0016887	ATP hydrolysis activity	0.00385	OG0001463, OG0003543, OG0005558, OG0000429, OG0008594, OG0006372, OG0004645, OG0015193, OG0001167, OG0000424, OG0000193, OG0008285, OG0000144, OG0000383, OG0010864, OG0013835, OG0014517, OG0002713, OG0016615, OG0003778, OG0008988, OG0015907, OG0011400, OG0014469, OG0000420, OG0015616, OG0007417, OG0007325, OG0008825, OG0001449, OG0000418, OG0010024, OG0010074, OG0015715, OG0006750, OG0013865, OG0010607, OG0010298, OG0017377, OG0014840, OG0000209, OG0009314	Tfasc_v1.00155, Tfasc_v1.00158, Tfasc_v1.03026, Tfasc_v1.03031, Tfasc_v1.03033, Tfasc_v1.03383, Tfasc_v1.04482, Tfasc_v1.05708, Tfasc_v1.06871, Tfasc_v1.07365, Tfasc_v1.07366, Tfasc_v1.07367, Tfasc_v1.07820, Tfasc_v1.08203, Tfasc_v1.09584, Tfasc_v1.09669, Tfasc_v1.10598, Tfasc_v1.10599, Tfasc_v1.11036, Tfasc_v1.11108, Tfasc_v1.12923, Tfasc_v1.13757, Tfasc_v1.14478, Tfasc_v1.16049, Tfasc_v1.16355, Tfasc_v1.17149, Tfasc_v1.17195, Tfasc_v1.17446, Tfasc_v1.17474, Tfasc_v1.18519, Tfasc_v1.22184, Tfasc_v1.22499, Tfasc_v1.22664, Tfasc_v1.24109, Tfasc_v1.24123, Tfasc_v1.24273, Tfasc_v1.24637, Tfasc_v1.25293, Tfasc_v1.25296, Tfasc_v1.26654, Tfasc_v1.26756, Tfasc_v1.26907, Tfasc_v1.27955, Tfasc_v1.28298, Tfasc_v1.28586, Tfasc_v1.28831, Tfasc_v1.28992, Tfasc_v1.29221, Tfasc_v1.29600, Tfasc_v1.29607, Tfasc_v1.29956
MF	GO:0003690	double-stranded DNA binding	0.00389	OG0016221, OG0016220, OG0000210, OG0001132, OG0018822, OG0002109, OG0018439, OG0001908, OG0006224, OG0015572, OG0012814, OG0010369, OG0007189, OG0008290, OG0010862, OG0005179, OG0013481, OG0013031, OG0002923, OG0005769, OG0016615, OG0009768, OG0017571, OG0015865, OG0005121, OG0014555, OG0014601, OG0007426, OG0018723, OG0002396, OG0012987, OG0005065, OG0012750, OG0010567, OG0013448	Tfasc_v1.00562, Tfasc_v1.00563, Tfasc_v1.01780, Tfasc_v1.01781, Tfasc_v1.02406, Tfasc_v1.04805, Tfasc_v1.05136, Tfasc_v1.06016, Tfasc_v1.06147, Tfasc_v1.06486, Tfasc_v1.06949, Tfasc_v1.07846, Tfasc_v1.08970, Tfasc_v1.08990, Tfasc_v1.09559, Tfasc_v1.11053, Tfasc_v1.11240, Tfasc_v1.11246, Tfasc_v1.11681, Tfasc_v1.13168, Tfasc_v1.14044, Tfasc_v1.14053, Tfasc_v1.14478, Tfasc_v1.16271, Tfasc_v1.17365, Tfasc_v1.17934, Tfasc_v1.18639, Tfasc_v1.18644, Tfasc_v1.18788, Tfasc_v1.22476, Tfasc_v1.22964, Tfasc_v1.23335, Tfasc_v1.23793, Tfasc_v1.23857, Tfasc_v1.27117, Tfasc_v1.28825, Tfasc_v1.30558
MF	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	0.00406	OG0007019, OG0006044, OG0010608	Tfasc_v1.08542, Tfasc_v1.14474, Tfasc_v1.28584
MF	GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	0.00406	OG0007019, OG0006044, OG0010608	Tfasc_v1.08542, Tfasc_v1.14474, Tfasc_v1.28584
MF	GO:0000107	imidazoleglycerol-phosphate synthase activity	0.00406	OG0013138, OG0019115	Tfasc_v1.07582, Tfasc_v1.07583, Tfasc_v1.07585
MF	GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	0.00406	OG0008023, OG0003409, OG0018900	Tfasc_v1.15062, Tfasc_v1.15074, Tfasc_v1.30442
MF	GO:0046027	phospholipid:diacylglycerol acyltransferase activity	0.00406	OG0001343, OG0010280	Tfasc_v1.08466, Tfasc_v1.18789, Tfasc_v1.28976
MF	GO:0004824	lysine-tRNA ligase activity	0.00406	OG0014660, OG0002518, OG0017847	Tfasc_v1.15501, Tfasc_v1.30485, Tfasc_v1.30486
MF	GO:0004845	uracil phosphoribosyltransferase activity	0.00406	OG0000826	Tfasc_v1.29548, Tfasc_v1.29555, Tfasc_v1.29567
MF	GO:0004849	uridine kinase activity	0.00406	OG0008071, OG0003422, OG0012159	Tfasc_v1.15150, Tfasc_v1.15189, Tfasc_v1.15922
MF	GO:0003924	GTPase activity	0.00556	OG0000290, OG0006487, OG0000741, OG0013334, OG0013647, OG0008640, OG0000213, OG0000999, OG0000654, OG0003293, OG0000538, OG0007281, OG0000981, OG0001426, OG0010971, OG0000322, OG0001389, OG0014031, OG0000481, OG0018546, OG0007407, OG0018212, OG0003280, OG0015170, OG0008960, OG0009609, OG0014232, OG0007002, OG0001980, OG0016087, OG0000317, OG0014682	Tfasc_v1.00193, Tfasc_v1.01231, Tfasc_v1.02143, Tfasc_v1.02411, Tfasc_v1.03271, Tfasc_v1.04389, Tfasc_v1.04534, Tfasc_v1.04738, Tfasc_v1.06588, Tfasc_v1.06592, Tfasc_v1.06606, Tfasc_v1.06758, Tfasc_v1.06799, Tfasc_v1.09181, Tfasc_v1.09374, Tfasc_v1.09461, Tfasc_v1.10560, Tfasc_v1.10835, Tfasc_v1.12107, Tfasc_v1.14845, Tfasc_v1.17298, Tfasc_v1.18675, Tfasc_v1.18676, Tfasc_v1.20489, Tfasc_v1.21043, Tfasc_v1.22520, Tfasc_v1.22521, Tfasc_v1.22522, Tfasc_v1.23188, Tfasc_v1.23398, Tfasc_v1.24100, Tfasc_v1.24364, Tfasc_v1.24991, Tfasc_v1.25764, Tfasc_v1.27174, Tfasc_v1.27387, Tfasc_v1.27391, Tfasc_v1.27463, Tfasc_v1.27483, Tfasc_v1.27630, Tfasc_v1.27897, Tfasc_v1.30276
MF	GO:0019843	rRNA binding	0.00637	OG0004430, OG0010453, OG0013107, OG0006071, OG0003427, OG0006950	Tfasc_v1.00870, Tfasc_v1.07668, Tfasc_v1.08275, Tfasc_v1.14515, Tfasc_v1.15239, Tfasc_v1.15245, Tfasc_v1.27539
MF	GO:0003724	RNA helicase activity	0.00643	OG0001293, OG0002309, OG0018829, OG0018832, OG0000553, OG0001132, OG0019239, OG0019275, OG0005539, OG0016052, OG0019234, OG0019449, OG0019458, OG0018688, OG0016295, OG0012947, OG0019526, OG0005531, OG0002402, OG0018099, OG0018112, OG0002076	Tfasc_v1.00020, Tfasc_v1.00308, Tfasc_v1.02588, Tfasc_v1.02647, Tfasc_v1.04893, Tfasc_v1.10167, Tfasc_v1.10846, Tfasc_v1.11464, Tfasc_v1.13056, Tfasc_v1.13158, Tfasc_v1.14533, Tfasc_v1.14918, Tfasc_v1.15091, Tfasc_v1.16183, Tfasc_v1.16661, Tfasc_v1.17154, Tfasc_v1.18380, Tfasc_v1.19784, Tfasc_v1.21518, Tfasc_v1.22961, Tfasc_v1.23583, Tfasc_v1.23986, Tfasc_v1.24224, Tfasc_v1.24424
MF	GO:0005049	nuclear export signal receptor activity	0.00741	OG0004216, OG0000773, OG0007995, OG0011248	Tfasc_v1.00590, Tfasc_v1.13200, Tfasc_v1.15004, Tfasc_v1.29247
MF	GO:0043621	protein self-association	0.00838	OG0004430, OG0013186, OG0012822, OG0010418, OG0007190, OG0005281, OG0001060, OG0012952, OG0019127, OG0014069, OG0012103, OG0014232, OG0009995, OG0004048	Tfasc_v1.00870, Tfasc_v1.05581, Tfasc_v1.06933, Tfasc_v1.07712, Tfasc_v1.08974, Tfasc_v1.11207, Tfasc_v1.15769, Tfasc_v1.18362, Tfasc_v1.18388, Tfasc_v1.21181, Tfasc_v1.21445, Tfasc_v1.25764, Tfasc_v1.26595, Tfasc_v1.29525
MF	GO:0051015	actin filament binding	0.00839	OG0015891, OG0000523, OG0000509, OG0001242, OG0019559, OG0019560, OG0007810, OG0016443, OG0002024, OG0000490, OG0015122, OG0006751, OG0013411	Tfasc_v1.05505, Tfasc_v1.10990, Tfasc_v1.11936, Tfasc_v1.13825, Tfasc_v1.20143, Tfasc_v1.20145, Tfasc_v1.20340, Tfasc_v1.20344, Tfasc_v1.20347, Tfasc_v1.21614, Tfasc_v1.22315, Tfasc_v1.25765, Tfasc_v1.27448, Tfasc_v1.27952, Tfasc_v1.28930, Tfasc_v1.30662
MF	GO:0030515	snoRNA binding	0.0102	OG0006495, OG0009857, OG0013107, OG0009968, OG0007002, OG0005572, OG0005032	Tfasc_v1.01256, Tfasc_v1.03515, Tfasc_v1.08275, Tfasc_v1.26549, Tfasc_v1.27174, Tfasc_v1.27378, Tfasc_v1.28235, Tfasc_v1.28241
MF	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	0.01023	OG0017152, OG0010697, OG0002236, OG0012152, OG0000418, OG0010074	Tfasc_v1.10855, Tfasc_v1.12068, Tfasc_v1.13425, Tfasc_v1.15933, Tfasc_v1.24637, Tfasc_v1.26756
MF	GO:0000049	tRNA binding	0.01032	OG0000997, OG0007162, OG0003227, OG0014518, OG0014660, OG0014021, OG0014190, OG0014787, OG0007683, OG0013703, OG0009434, OG0002518, OG0017847	Tfasc_v1.04288, Tfasc_v1.04405, Tfasc_v1.08919, Tfasc_v1.08947, Tfasc_v1.12925, Tfasc_v1.15501, Tfasc_v1.17287, Tfasc_v1.17733, Tfasc_v1.18802, Tfasc_v1.20078, Tfasc_v1.26277, Tfasc_v1.30274, Tfasc_v1.30485, Tfasc_v1.30486
MF	GO:0003951	NAD+ kinase activity	0.01203	OG0017489, OG0017488, OG0001586, OG0011012, OG0013844, OG0007434, OG0003866	Tfasc_v1.06117, Tfasc_v1.06121, Tfasc_v1.07944, Tfasc_v1.10773, Tfasc_v1.11120, Tfasc_v1.22471, Tfasc_v1.26521, Tfasc_v1.26526
MF	GO:0004805	trehalose-phosphatase activity	0.01286	OG0018793, OG0007108, OG0005124, OG0008853	Tfasc_v1.02016, Tfasc_v1.08823, Tfasc_v1.18677, Tfasc_v1.18680, Tfasc_v1.24161
MF	GO:0043022	ribosome binding	0.01361	OG0006487, OG0008594, OG0007270, OG0001426, OG0002488, OG0001003, OG0007843, OG0012005, OG0002111, OG0003123	Tfasc_v1.01231, Tfasc_v1.04482, Tfasc_v1.09146, Tfasc_v1.09461, Tfasc_v1.11326, Tfasc_v1.16733, Tfasc_v1.20422, Tfasc_v1.21633, Tfasc_v1.24100, Tfasc_v1.24578, Tfasc_v1.24579, Tfasc_v1.28024
MF	GO:0019900	kinase binding	0.01428	OG0013560, OG0015568, OG0012822, OG0003943, OG0008088, OG0013723, OG0007594, OG0012005, OG0008745, OG0002111, OG0013194	Tfasc_v1.06089, Tfasc_v1.06502, Tfasc_v1.06933, Tfasc_v1.13190, Tfasc_v1.15183, Tfasc_v1.18488, Tfasc_v1.19952, Tfasc_v1.21633, Tfasc_v1.23945, Tfasc_v1.24578, Tfasc_v1.24579, Tfasc_v1.26132
MF	GO:0046905	15-cis-phytoene synthase activity	0.01431	OG0002429	Tfasc_v1.14385, Tfasc_v1.21368, Tfasc_v1.28736
MF	GO:0004482	mRNA (guanine-N7-)-methyltransferase activity	0.01431	OG0018943, OG0004363	Tfasc_v1.08242, Tfasc_v1.08243, Tfasc_v1.08251
MF	GO:0102552	lipoyl synthase activity (acting on glycine-cleavage complex H protein	0.01431	OG0000456, OG0015949	Tfasc_v1.02541, Tfasc_v1.20307, Tfasc_v1.23338
MF	GO:0102553	lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein)	0.01431	OG0000456, OG0015949	Tfasc_v1.02541, Tfasc_v1.20307, Tfasc_v1.23338
MF	GO:0102499	SHG alpha-glucan phosphorylase activity	0.01431	OG0010694, OG0014805, OG0009373	Tfasc_v1.12084, Tfasc_v1.29518, Tfasc_v1.30109
MF	GO:0016656	monodehydroascorbate reductase (NADH) activity	0.01431	OG0003955, OG0009075, OG0012739	Tfasc_v1.13265, Tfasc_v1.13613, Tfasc_v1.20768
MF	GO:0106029	tRNA pseudouridine synthase activity	0.01431	OG0012616, OG0007387, OG0009545	Tfasc_v1.01907, Tfasc_v1.22567, Tfasc_v1.25136
MF	GO:0102250	linear malto-oligosaccharide phosphorylase activity	0.01431	OG0010694, OG0014805, OG0009373	Tfasc_v1.12084, Tfasc_v1.29518, Tfasc_v1.30109
MF	GO:0016767	geranylgeranyl-diphosphate geranylgeranyltransferase activity	0.01431	OG0002429	Tfasc_v1.14385, Tfasc_v1.21368, Tfasc_v1.28736
MF	GO:0016992	lipoate synthase activity	0.01431	OG0000456, OG0015949	Tfasc_v1.02541, Tfasc_v1.20307, Tfasc_v1.23338
MF	GO:0045703	ketoreductase activity	0.01511	OG0015857, OG0016276, OG0004251	Tfasc_v1.21834, Tfasc_v1.26392, Tfasc_v1.30406, Tfasc_v1.30411
MF	GO:0015098	molybdate ion transmembrane transporter activity	0.01511	OG0018940, OG0018941, OG0004419	Tfasc_v1.08232, Tfasc_v1.08233, Tfasc_v1.21495, Tfasc_v1.21503
MF	GO:0008553	P-type proton-exporting transporter activity	0.01642	OG0001463, OG0000193, OG0008394, OG0004636, OG0008785	Tfasc_v1.00155, Tfasc_v1.08203, Tfasc_v1.09378, Tfasc_v1.18209, Tfasc_v1.24015, Tfasc_v1.25293, Tfasc_v1.25296
MF	GO:0042393	histone binding	0.01816	OG0001606, OG0018411, OG0008452, OG0006152, OG0019283, OG0015975, OG0013481, OG0015952, OG0005157, OG0001412, OG0001349, OG0007519, OG0007416, OG0011452, OG0014082, OG0018270	Tfasc_v1.00248, Tfasc_v1.01431, Tfasc_v1.04316, Tfasc_v1.06356, Tfasc_v1.11589, Tfasc_v1.11596, Tfasc_v1.11681, Tfasc_v1.12116, Tfasc_v1.15496, Tfasc_v1.15503, Tfasc_v1.15577, Tfasc_v1.18662, Tfasc_v1.22299, Tfasc_v1.22491, Tfasc_v1.23165, Tfasc_v1.24641, Tfasc_v1.25607
MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	0.01924	OG0013657, OG0017922, OG0006273, OG0007270, OG0004126, OG0000449, OG0016831, OG0014305, OG0010205, OG0011240, OG0013723, OG0004769, OG0008772, OG0009546, OG0014267	Tfasc_v1.03283, Tfasc_v1.03356, Tfasc_v1.05981, Tfasc_v1.09146, Tfasc_v1.10761, Tfasc_v1.14600, Tfasc_v1.15121, Tfasc_v1.17025, Tfasc_v1.17618, Tfasc_v1.18110, Tfasc_v1.18488, Tfasc_v1.23524, Tfasc_v1.23999, Tfasc_v1.25122, Tfasc_v1.25716
MF	GO:0000146	microfilament motor activity	0.02051	OG0015891, OG0000523, OG0019559	Tfasc_v1.05505, Tfasc_v1.10990, Tfasc_v1.20143, Tfasc_v1.21614, Tfasc_v1.28930
MF	GO:0008139	nuclear localization sequence binding	0.02242	OG0015790, OG0008524, OG0000486, OG0019514, OG0013738	Tfasc_v1.04148, Tfasc_v1.04600, Tfasc_v1.14485, Tfasc_v1.19632, Tfasc_v1.19634, Tfasc_v1.29158
MF	GO:0061608	nuclear import signal receptor activity	0.02249	OG0015790, OG0000486, OG0000449, OG0019514, OG0013738, OG0006900	Tfasc_v1.04148, Tfasc_v1.14485, Tfasc_v1.14600, Tfasc_v1.19632, Tfasc_v1.19634, Tfasc_v1.27679, Tfasc_v1.29158
MF	GO:0042802	identical protein binding	0.02276	OG0013344, OG0013576, OG0008625, OG0003031, OG0012822, OG0010413, OG0001665, OG0003201, OG0007267, OG0013086, OG0001751, OG0001879, OG0015907, OG0003902, OG0007594, OG0012799, OG0001406, OG0007509, OG0009635, OG0014232, OG0002220, OG0015710, OG0019024, OG0006733	Tfasc_v1.02429, Tfasc_v1.03604, Tfasc_v1.04427, Tfasc_v1.05814, Tfasc_v1.06933, Tfasc_v1.07745, Tfasc_v1.08304, Tfasc_v1.08687, Tfasc_v1.09150, Tfasc_v1.13050, Tfasc_v1.13368, Tfasc_v1.13370, Tfasc_v1.14287, Tfasc_v1.15985, Tfasc_v1.17149, Tfasc_v1.17491, Tfasc_v1.19952, Tfasc_v1.21919, Tfasc_v1.21991, Tfasc_v1.22310, Tfasc_v1.24960, Tfasc_v1.25764, Tfasc_v1.26827, Tfasc_v1.26891, Tfasc_v1.27397, Tfasc_v1.27401, Tfasc_v1.27978
MF	GO:0008252	nucleotidase activity	0.02546	OG0014607, OG0003488, OG0010005, OG0010641	Tfasc_v1.04095, Tfasc_v1.09325, Tfasc_v1.26614, Tfasc_v1.26995
MF	GO:0004329	formate-tetrahydrofolate ligase activity	0.02547	OG0007017, OG0007019	Tfasc_v1.08538, Tfasc_v1.08542
MF	GO:0001055	RNA polymerase II activity	0.02547	OG0010593, OG0016009	Tfasc_v1.28644, Tfasc_v1.30376
MF	GO:0003834	beta-carotene 15,15'-dioxygenase activity	0.02547	OG0015238, OG0019528	Tfasc_v1.19808, Tfasc_v1.19810
MF	GO:0004506	squalene monooxygenase activity	0.02547	OG0011170, OG0011179	Tfasc_v1.19411, Tfasc_v1.19415
MF	GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	0.02547	OG0002354	Tfasc_v1.26057, Tfasc_v1.26059
MF	GO:0008184	glycogen phosphorylase activity	0.02547	OG0010694, OG0014805	Tfasc_v1.12084, Tfasc_v1.29518
MF	GO:0030785	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity	0.02547	OG0006273, OG0015821	Tfasc_v1.05981, Tfasc_v1.18580
MF	GO:0004633	phosphopantothenoylcysteine decarboxylase activity	0.02547	OG0000792	Tfasc_v1.23624, Tfasc_v1.23625
MF	GO:0061634	alpha-D-xyloside xylohydrolase	0.02547	OG0003626	Tfasc_v1.13705, Tfasc_v1.15214
MF	GO:0004608	phosphatidylethanolamine N-methyltransferase activity	0.02547	OG0005301	Tfasc_v1.18869, Tfasc_v1.18871
MF	GO:0004109	coproporphyrinogen oxidase activity	0.02547	OG0003297, OG0002220	Tfasc_v1.22353, Tfasc_v1.26827
MF	GO:0004059	aralkylamine N-acetyltransferase activity	0.02547	OG0002354	Tfasc_v1.26057, Tfasc_v1.26059
MF	GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity	0.02547	OG0005301	Tfasc_v1.18869, Tfasc_v1.18871
MF	GO:0036374	glutathione hydrolase activity	0.02547	OG0014573, OG0013705	Tfasc_v1.18670, Tfasc_v1.26269
MF	GO:0008887	glycerate kinase activity	0.02547	OG0005087	Tfasc_v1.24492, Tfasc_v1.24495
MF	GO:0004775	succinate-CoA ligase (ADP-forming) activity	0.02547	OG0004478, OG0010484	Tfasc_v1.04197, Tfasc_v1.07613
MF	GO:0004776	succinate-CoA ligase (GDP-forming) activity	0.02547	OG0004478, OG0010484	Tfasc_v1.04197, Tfasc_v1.07613
MF	GO:0050833	pyruvate transmembrane transporter activity	0.02547	OG0001160	Tfasc_v1.00982, Tfasc_v1.06616
MF	GO:0016984	ribulose-bisphosphate carboxylase activity	0.02547	OG0004090	Tfasc_v1.16851, Tfasc_v1.16852
MF	GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity	0.02547	OG0005301	Tfasc_v1.18869, Tfasc_v1.18871
MF	GO:0004822	isoleucine-tRNA ligase activity	0.02547	OG0014787, OG0013703	Tfasc_v1.18802, Tfasc_v1.26277
MF	GO:0005080	protein kinase C binding	0.02547	OG0002111	Tfasc_v1.24578, Tfasc_v1.24579
MF	GO:0004848	ureidoglycolate hydrolase activity	0.02547	OG0008711, OG0016607	Tfasc_v1.04784, Tfasc_v1.14365
MF	GO:0003921	GMP synthase activity	0.02547	OG0009913, OG0013229	Tfasc_v1.03389, Tfasc_v1.13510
MF	GO:0051721	protein phosphatase 2A binding	0.02547	OG0012952, OG0008745	Tfasc_v1.18362, Tfasc_v1.23945
MF	GO:0031492	nucleosomal DNA binding	0.02643	OG0001908, OG0012814, OG0002923	Tfasc_v1.06016, Tfasc_v1.06949, Tfasc_v1.08990, Tfasc_v1.14044
MF	GO:0004712	protein serine/threonine/tyrosine kinase activity	0.02643	OG0005984, OG0002062, OG0017117	Tfasc_v1.14396, Tfasc_v1.15080, Tfasc_v1.15085, Tfasc_v1.23880
MF	GO:0042626	ATPase-coupled transmembrane transporter activity	0.0265	OG0017792, OG0001463, OG0003543, OG0005558, OG0003000, OG0004645, OG0000193, OG0008394, OG0008285, OG0000144, OG0000383, OG0010864, OG0013835, OG0000730, OG0019211, OG0002669, OG0003778, OG0004150, OG0008988, OG0016405, OG0014469, OG0000420, OG0004636, OG0019506, OG0004020, OG0015616, OG0007325, OG0008785, OG0009535, OG0014234, OG0015715, OG0006750, OG0017377, OG0009314	Tfasc_v1.00061, Tfasc_v1.00155, Tfasc_v1.00158, Tfasc_v1.03026, Tfasc_v1.03031, Tfasc_v1.03033, Tfasc_v1.06047, Tfasc_v1.06871, Tfasc_v1.08203, Tfasc_v1.09378, Tfasc_v1.09584, Tfasc_v1.09669, Tfasc_v1.10598, Tfasc_v1.10599, Tfasc_v1.11036, Tfasc_v1.11108, Tfasc_v1.12777, Tfasc_v1.14165, Tfasc_v1.15731, Tfasc_v1.15735, Tfasc_v1.16049, Tfasc_v1.16080, Tfasc_v1.16355, Tfasc_v1.17388, Tfasc_v1.17446, Tfasc_v1.17474, Tfasc_v1.18209, Tfasc_v1.19478, Tfasc_v1.21510, Tfasc_v1.22184, Tfasc_v1.22664, Tfasc_v1.24015, Tfasc_v1.24273, Tfasc_v1.25154, Tfasc_v1.25293, Tfasc_v1.25296, Tfasc_v1.25776, Tfasc_v1.26907, Tfasc_v1.27955, Tfasc_v1.29221, Tfasc_v1.29956
MF	GO:0003713	transcription coactivator activity	0.02994	OG0008513, OG0008710, OG0005750, OG0008115, OG0014790, OG0018731, OG0009465	Tfasc_v1.04631, Tfasc_v1.04787, Tfasc_v1.14099, Tfasc_v1.15235, Tfasc_v1.18798, Tfasc_v1.23115, Tfasc_v1.25375
MF	GO:0004129	cytochrome-c oxidase activity	0.03154	OG0000449, OG0016998, OG0008907	Tfasc_v1.14600, Tfasc_v1.16059, Tfasc_v1.24259
MF	GO:0033862	UMP kinase activity	0.03154	OG0018467, OG0002065, OG0009275	Tfasc_v1.05501, Tfasc_v1.08414, Tfasc_v1.29914
MF	GO:0008379	thioredoxin peroxidase activity	0.03154	OG0017210, OG0009278, OG0009323	Tfasc_v1.23131, Tfasc_v1.29917, Tfasc_v1.29976
MF	GO:0016851	magnesium chelatase activity	0.03154	OG0008373, OG0019407, OG0015923	Tfasc_v1.09392, Tfasc_v1.12850, Tfasc_v1.12851
MF	GO:0004809	tRNA (guanine-N2-)-methyltransferase activity	0.03154	OG0000997, OG0007683	Tfasc_v1.04288, Tfasc_v1.04405, Tfasc_v1.20078
MF	GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	0.03154	OG0007235, OG0016122, OG0012943	Tfasc_v1.09069, Tfasc_v1.09073, Tfasc_v1.18384
MF	GO:0016779	nucleotidyltransferase activity	0.03535	OG0000290, OG0013812, OG0013391, OG0003517, OG0006321, OG0001278, OG0001759, OG0005402, OG0008307, OG0002623, OG0005752, OG0007982, OG0009006, OG0007701, OG0007751, OG0018586, OG0007414, OG0016760, OG0004271, OG0002515, OG0012999, OG0009561, OG0016974, OG0009509, OG0016063, OG0015423, OG0010117, OG0014160, OG0010593, OG0001535, OG0002143, OG0016009	Tfasc_v1.00193, Tfasc_v1.02353, Tfasc_v1.03354, Tfasc_v1.04551, Tfasc_v1.04552, Tfasc_v1.05891, Tfasc_v1.06184, Tfasc_v1.07105, Tfasc_v1.07106, Tfasc_v1.08217, Tfasc_v1.09508, Tfasc_v1.09877, Tfasc_v1.14098, Tfasc_v1.14994, Tfasc_v1.16394, Tfasc_v1.20114, Tfasc_v1.20249, Tfasc_v1.21644, Tfasc_v1.22494, Tfasc_v1.22623, Tfasc_v1.22970, Tfasc_v1.23466, Tfasc_v1.23777, Tfasc_v1.25097, Tfasc_v1.25183, Tfasc_v1.25189, Tfasc_v1.25630, Tfasc_v1.25949, Tfasc_v1.26850, Tfasc_v1.27897, Tfasc_v1.28218, Tfasc_v1.28644, Tfasc_v1.28984, Tfasc_v1.29780, Tfasc_v1.30376
