"chrom" "V2" "V3" "counts"
"347" "Scaffold_5555" "7000001" "8e+06" "22"
"348" "Scaffold_5555" "8000001" "9e+06" "17"
"349" "Scaffold_5555" "9000001" "1e+07" "17"
"350" "Scaffold_5555" "10000001" "1.1e+07" "13"
"351" "Scaffold_5555" "11000001" "1.2e+07" "18"
"352" "Scaffold_5555" "12000001" "1.3e+07" "9"
"353" "Scaffold_5555" "13000001" "1.4e+07" "10"
"354" "Scaffold_5555" "14000001" "1.5e+07" "10"
"355" "Scaffold_5555" "15000001" "1.6e+07" "11"
"356" "Scaffold_5555" "16000001" "1.7e+07" "12"
"357" "Scaffold_5555" "17000001" "1.8e+07" "5"
"358" "Scaffold_5555" "18000001" "1.9e+07" "11"
"359" "Scaffold_5555" "19000001" "2e+07" "11"
"360" "Scaffold_5555" "20000001" "2.1e+07" "9"
"361" "Scaffold_5555" "21000001" "2.2e+07" "9"
"362" "Scaffold_5555" "22000001" "2.3e+07" "11"
"363" "Scaffold_5555" "23000001" "2.4e+07" "10"
"364" "Scaffold_5555" "24000001" "2.5e+07" "13"
"365" "Scaffold_5555" "25000001" "2.6e+07" "9"
"366" "Scaffold_5555" "26000001" "2.7e+07" "12"
"367" "Scaffold_5555" "27000001" "2.8e+07" "13"
"368" "Scaffold_5555" "28000001" "2.9e+07" "9"
"369" "Scaffold_5555" "29000001" "3e+07" "11"
"370" "Scaffold_5555" "30000001" "3.1e+07" "6"
"371" "Scaffold_5555" "31000001" "3.2e+07" "10"
"372" "Scaffold_5555" "32000001" "3.3e+07" "12"
"373" "Scaffold_5555" "33000001" "3.4e+07" "14"
"374" "Scaffold_5555" "34000001" "3.5e+07" "9"
"375" "Scaffold_5555" "35000001" "3.6e+07" "4"
"376" "Scaffold_5555" "36000001" "3.7e+07" "21"
"377" "Scaffold_5555" "37000001" "3.8e+07" "7"
"378" "Scaffold_5555" "38000001" "3.9e+07" "11"
"379" "Scaffold_5555" "39000001" "4e+07" "8"
"380" "Scaffold_5555" "40000001" "4.1e+07" "11"
"381" "Scaffold_5555" "41000001" "4.2e+07" "16"
"382" "Scaffold_5555" "42000001" "4.3e+07" "13"
"383" "Scaffold_5555" "43000001" "4.4e+07" "16"
"384" "Scaffold_5555" "44000001" "4.5e+07" "12"
"385" "Scaffold_5555" "45000001" "4.6e+07" "12"
"386" "Scaffold_5555" "46000001" "4.7e+07" "17"
"387" "Scaffold_5555" "47000001" "4.8e+07" "34"
"388" "Scaffold_5555" "48000001" "4.9e+07" "15"
"389" "Scaffold_5555" "49000001" "5e+07" "40"
"390" "Scaffold_5555" "50000001" "5.1e+07" "42"
"391" "Scaffold_5555" "51000001" "5.2e+07" "89"
"392" "Scaffold_5555" "52000001" "5.3e+07" "31"
"393" "Scaffold_9938" "1" "1e+06" "129"
"394" "Scaffold_9938" "1000001" "2e+06" "103"
"395" "Scaffold_9938" "2000001" "3e+06" "77"
"396" "Scaffold_9938" "3000001" "4e+06" "69"
"397" "Scaffold_9938" "4000001" "5e+06" "42"
"398" "Scaffold_9938" "5000001" "6e+06" "32"
"399" "Scaffold_9938" "6000001" "7e+06" "24"
"400" "Scaffold_9938" "7000001" "8e+06" "18"
"401" "Scaffold_9938" "8000001" "9e+06" "11"
"402" "Scaffold_9938" "9000001" "1e+07" "11"
"403" "Scaffold_9938" "10000001" "1.1e+07" "19"
"404" "Scaffold_9938" "11000001" "1.2e+07" "16"
"405" "Scaffold_9938" "12000001" "1.3e+07" "20"
"406" "Scaffold_9938" "13000001" "1.4e+07" "18"
"407" "Scaffold_9938" "14000001" "1.5e+07" "27"
"408" "Scaffold_9938" "15000001" "1.6e+07" "12"
"409" "Scaffold_9938" "16000001" "1.7e+07" "11"
"410" "Scaffold_9938" "17000001" "1.8e+07" "10"
"411" "Scaffold_9938" "18000001" "1.9e+07" "10"
"412" "Scaffold_9938" "19000001" "2e+07" "11"
"413" "Scaffold_9938" "20000001" "2.1e+07" "8"
"414" "Scaffold_9938" "21000001" "2.2e+07" "14"
"415" "Scaffold_9938" "22000001" "2.3e+07" "15"
"416" "Scaffold_9938" "23000001" "2.4e+07" "21"
"417" "Scaffold_9938" "24000001" "2.5e+07" "14"
"418" "Scaffold_9938" "25000001" "2.6e+07" "5"
"419" "Scaffold_9938" "26000001" "2.7e+07" "7"
"420" "Scaffold_9938" "27000001" "2.8e+07" "15"
"421" "Scaffold_9938" "28000001" "2.9e+07" "15"
"422" "Scaffold_9938" "29000001" "3e+07" "11"
"423" "Scaffold_9938" "30000001" "3.1e+07" "15"
"424" "Scaffold_9938" "31000001" "3.2e+07" "10"
"425" "Scaffold_9938" "32000001" "3.3e+07" "17"
"426" "Scaffold_9938" "33000001" "3.4e+07" "3"
"427" "Scaffold_9938" "34000001" "3.5e+07" "77"
"428" "Scaffold_9938" "35000001" "3.6e+07" "70"
"429" "Scaffold_9938" "36000001" "3.7e+07" "15"
"430" "Scaffold_9938" "37000001" "3.8e+07" "6"
"431" "Scaffold_9938" "38000001" "3.9e+07" "12"
"432" "Scaffold_9938" "39000001" "4e+07" "16"
"433" "Scaffold_9938" "40000001" "4.1e+07" "15"
"434" "Scaffold_9938" "41000001" "4.2e+07" "9"
"435" "Scaffold_9938" "42000001" "4.3e+07" "13"
"436" "Scaffold_9938" "43000001" "4.4e+07" "8"
"437" "Scaffold_9938" "44000001" "4.5e+07" "31"
"438" "Scaffold_9938" "45000001" "4.6e+07" "53"
"439" "Scaffold_9938" "46000001" "4.7e+07" "41"
"440" "Scaffold_9938" "47000001" "4.8e+07" "60"
"441" "Scaffold_9938" "48000001" "4.9e+07" "66"
"442" "Scaffold_9938" "49000001" "5e+07" "100"
"443" "Scaffold_9938" "50000001" "5.1e+07" "152"
